file_name,Número de 44 dígitos,chNFe,xMun,Texto após último ponto e vírgula,vProd
31231202334933000140550010000063481805613970-nfe,31231212047164000153550010001916341561417796,31231202334933000140550010000063481805613970,BARBACENA,GLOBAL ESTADO,741.86
31231202334933000140550010000063491667110371-nfe,31231212047164000153550010001916291432271760,31231202334933000140550010000063491667110371,BARBACENA,GLOBAL ESTADO,969.00
31231202334933000140550010000063501965731910-nfe,31231100874929000140550010005153021530707374,31231202334933000140550010000063501965731910,BARBACENA,MEDCENTER ESTADO,1031.40
31231202334933000140550010000063511717239311-nfe,31231225031668000127550010000566171759354676,31231202334933000140550010000063511717239311,BARBACENA,SAMEH ESTADO,7321.43
31231202334933000140550010000063521579836813-nfe,33231131673254001095550000008419701604423516,31231202334933000140550010000063521579836813,BARBACENA,B BRAUN MMH,135.00
31231202334933000140550010000063531320333215-nfe,33231131673254001095550000008413911791201290,31231202334933000140550010000063531320333215,BARBACENA,B BRAUN MMH,755.50
31231202334933000140550010000063541182930717-nfe,31231203945035000191550010002726691009362073,31231202334933000140550010000063541182930717,ALFREDO VASCONCELOS,ACACIA ESTADO,1691.36
31231202334933000140550010000063551103443815-nfe,43231129043834000166550010000032171555139697,31231202334933000140550010000063551103443815,ALFREDO VASCONCELOS,3MED,144.00
31231202334933000140550010000063561252103568-nfe,31231200874929000140550010005154841106729263,31231202334933000140550010000063561252103568,ALFREDO VASCONCELOS,MEDCENTER ESTADO,1719.00
31231202334933000140550010000063571102380415-nfe,31231212047164000153550010001916221171852101,31231202334933000140550010000063571102380415,ALFREDO VASCONCELOS,GLOBAL ESTADO,306.00
31231202334933000140550010000063581678010100-nfe,41231126419311000183550010000106971467379327,31231202334933000140550010000063581678010100,ALFREDO VASCONCELOS,LUMANN,1976.79
31231202334933000140550010000063591053175102-nfe,31231225031668000127550010000566181040221381,31231202334933000140550010000063591053175102,ALFREDO VASCONCELOS,SAMEH ESTADO,2020.99
31231202334933000140550010000063601001015857-nfe,31231205194502000114550010003442351121721917,31231202334933000140550010000063601001015857,BARBACENA,ALFALAGOS MMH,2052.00
31231202334933000140550010000063611158500109-nfe,43231116553940000148550000000170901907015999,31231202334933000140550010000063611158500109,JECEABA,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 43231116553940000148550000000170901907015999 MEDMAX,299.00
31231202334933000140550010000063621163252468-nfe,43231132364822000148550010000071841000198316,31231202334933000140550010000063621163252468,JECEABA,TERRASUL,13195.80
31231202334933000140550010000063631010520773-nfe,41231126419311000183550010000107031257491405,31231202334933000140550010000063631010520773,JECEABA,LUMANN,1388.86
31231202334933000140550010000063641877357361-nfe,41231126419311000183550010000106961690825008,31231202334933000140550010000063641877357361,SAO BRAS DO SUACUI,LUMANN,86.17
31231202334933000140550010000063651629954863-nfe,31231212047164000153550010001916301929248184,31231202334933000140550010000063651629954863,SAO BRAS DO SUACUI,GLOBAL ESTADO,408.00
31231202334933000140550010000063661480451265-nfe,43231129043834000166550010000032161312042577,31231202334933000140550010000063661480451265,SAO BRAS DO SUACUI,3MED,39.00
31231202334933000140550010000063671954105971-nfe,31231225031668000127550010000566251210923483,31231202334933000140550010000063671954105971,SAO BRAS DO SUACUI,SAMEH ESTADO,1867.03
31231202334933000140550010000063681094556169-nfe,31231173856593001057550010007848351840023079,31231202334933000140550010000063681094556169,SAO BRAS DO SUACUI,PRATI ESTADO,3995.80
31231202334933000140550010000063691946053660-nfe,43231132364822000148550010000071791000198260,31231202334933000140550010000063691946053660,SAO BRAS DO SUACUI,TERASUL,3777.90
31231202334933000140550010000063701144674109-nfe,31231112047164000153550010001904491108192137,31231202334933000140550010000063701144674109,SAO BRAS DO SUACUI,GLOBAL ESTADO,179.25
31231202334933000140550010000063711210617160-nfe,41231137882886000154550010000015451000015786,31231202334933000140550010000063711210617160,SAO BRAS DO SUACUI,VERDE MMH,730.00
31231202334933000140550010000063721858779002-nfe,31231212047164000153550010001916261361022427,31231202334933000140550010000063721858779002,CAPELA NOVA,GLOBAL HOSPIRTALAR ESTADO,51.00
31231202334933000140550010000063731501027658-nfe,31231242799163000126550010001407341070363689,31231202334933000140550010000063731501027658,CARANDAI,BH FARMA ESTADO,886.20
31231202334933000140550010000063741252946105-nfe,31231212047164000153550010001916401158694814,31231202334933000140550010000063741252946105,CARANDAI,GLOBAL ESTADO,1198.50
31231202334933000140550010000063751213370408-nfe,31231205194502000114550010003439731121699312,31231202334933000140550010000063751213370408,CARANDAI,ALFALAGOS ESTADO,88.63
31231202334933000140550010000063761075978900-nfe,31231200874929000140550010005166381598799727,31231202334933000140550010000063761075978900,CARANDAI,MEDCENTER ESTADO,812.19
31231202334933000140550010000063771927475301-nfe,31231203945035000191550010002727571009369978,31231202334933000140550010000063771927475301,CARANDAI,ACACIA ESTADO,1470.60
31231202334933000140550010000063781556107285-nfe,41231281706251000198550020000052551826418628,31231202334933000140550010000063781556107285,CARANDAI,PROMEFARMA ESTADO,5085.00
31231202334933000140550010000063791333171029-nfe,31231200874929000140550010005164891441436230,31231202334933000140550010000063791333171029,CARANAIBA,MEDCENTER ESTADO,298.51
31231202334933000140550010000063801839090853-nfe,31231267729178000220550010007629661046362872,31231202334933000140550010000063801839090853,CARANAIBA,RIOCLARENSE ESTADO,454.53
31231202334933000140550010000063801839090853-NFeDFe,31231267729178000220550010007629661046362872,,CARANAIBA,RIOCLARENSE ESTADO,454.53
31231202334933000140550010000063811690698255-nfe,31231212047164000153550010001916381182119176,31231202334933000140550010000063811690698255,CARANAIBA,GLOBAL ESTADO,1351.50
31231202334933000140550010000063821442195757-nfe,31231200874929000140550010005159591907103863,31231202334933000140550010000063821442195757,CARANAIBA,MEDCENTER ESTADO,1003.80
31231202334933000140550010000063831810479215-nfe,31231267729178000220550010007629511864091216,31231202334933000140550010000063831810479215,CIPOTANEA,RIOCLARENSE ESTADO,1390.00
31231202334933000140550010000063841510140104-nfe,31231267729178000220550010007629881115691695,31231202334933000140550010000063841510140104,SANTA RITA DO IBITIPOCA,RIOCLARENSE ESTADO,282.00
31231202334933000140550010000063851908897052-nfe,31231100874929000140550010005152211390501930,31231202334933000140550010000063851908897052,SANTA RITA DO IBITIPOCA,MEDCENTER ESTADO,343.80
31231202334933000140550010000063861649102803-nfe,31231212047164000153550010001916321671792481,31231202334933000140550010000063861649102803,SANTA RITA DO IBITIPOCA,GLOBAL ESTADO,204.00
31231202334933000140550010000063871357281101-nfe,31231200874929000140550010005159601291773630,31231202334933000140550010000063871357281101,SANTA RITA DO IBITIPOCA,MEDCENTER ESTADO,171.90
31231202334933000140550010000063881373499458-nfe,31231242799163000126550010001407571449013234,31231202334933000140550010000063881373499458,SANTA RITA DO IBITIPOCA,BH FARMA ESTADO,295.40
31231202334933000140550010000063891158109699-nfe,31231205194502000114550010003442341121721901,31231202334933000140550010000063891158109699,SANTA RITA DO IBITIPOCA,ALFALAGOS ESTADO,16.09
31231202334933000140550010000063901369500410-nfe,31231200874929000140550010005166371825104620,31231202334933000140550010000063901369500410,SANTA RITA DO IBITIPOCA,MEDCENTER ESTADO,270.73
31231202334933000140550010000063911991479214-nfe,43231132364822000148550010000071771000198249,31231202334933000140550010000063911991479214,SANTA RITA DO IBITIPOCA,TERRASUL,571.20
31231202334933000140550010000063921922737410-nfe,43231132364822000148550010000071781000198254,31231202334933000140550010000063921922737410,SANTA RITA DO IBITIPOCA,TERRASUL,23.80
31231202334933000140550010000063931597810599-nfe,43231132364822000148550010000071811000198284,31231202334933000140550010000063931597810599,SANTA RITA DO IBITIPOCA,TERRASUL,709.80
31231202334933000140550010000063941171016372-nfe,41231126419311000183550010000107001838850640,31231202334933000140550010000063941171016372,SANTA RITA DO IBITIPOCA,LUMANN,319.35
31231202334933000140550010000063951110202157-nfe,31231225031668000127550010000566111028427918,31231202334933000140550010000063951110202157,SANTA RITA DO IBITIPOCA,SAMEH ESTADO,580.06
31231202334933000140550010000063961759381037-nfe,35231236730875000196550030000000961103168927,31231202334933000140550010000063961759381037,SANTA RITA DO IBITIPOCA,ALIANCA,615.60
31231202334933000140550010000063971158958116-nfe,31231221681325000157550010002353751070291349,31231202334933000140550010000063971158958116,SANTA RITA DO IBITIPOCA,MULTIFARMA ESTADO,909.60
31231202334933000140550010000063981104025518-nfe,31231231495759000116550010000074551153236526,31231202334933000140550010000063981104025518,SANTA RITA DO IBITIPOCA,SIRIO ESTADO,359.15
31231202334933000140550010000063991203784813-nfe,31231225031668000127550010000571071906031672,31231202334933000140550010000063991203784813,SANTA RITA DO IBITIPOCA,SAMEH ESTADO,83.34
31231202334933000140550010000064001588164589-nfe,31231225031668000127550010000571061186213509,31231202334933000140550010000064001588164589,SANTANA DO GARAMBEU,SAMEH ESTADO,402.30
31231202334933000140550010000064011139069101-nfe,31231225031668000127550010000571031611708184,31231202334933000140550010000064011139069101,SANTANA DO GARAMBEU,SAMEH ESTADO,1350.40
31231202334933000140550010000064021191269482-nfe,31231100874929000140550010005152201813082238,31231202334933000140550010000064021191269482,SANTANA DO GARAMBEU,MEDCENTER ESTADO,171.90
31231202334933000140550010000064031104386695-nfe,31231200874929000140550010005159611104997972,31231202334933000140550010000064031104386695,SANTANA DO GARAMBEU,MEDCENTER ESTADO,343.80
31231202334933000140550010000064041810536334-nfe,31231221681325000157550010002353741472287225,31231202334933000140550010000064041810536334,SANTANA DO GARAMBEU,MULTIFARMA ESTADO,619.00
31231202334933000140550010000064051657960888-nfe,31231160665981000975550010008009571372458368,31231202334933000140550010000064051657960888,IBERTIOGA,UNIAO ESTADO,560.98
31231202334933000140550010000064061409468280-nfe,31231202814497000700550200012198201547125850,31231202334933000140550010000064061409468280,IBERTIOGA,CIMED ESTADO,1001.00
31231202334933000140550010000064071680106574-nfe,31231173856593001057550010007847941001983521,31231202334933000140550010000064071680106574,IBERTIOGA,PRATI ESTADO,2829.50
31231202334933000140550010000064081012562183-nfe,31231100874929000140550010005152021623309136,31231202334933000140550010000064081012562183,IBERTIOGA,MEDCENTER ESTADO,343.80
31231202334933000140550010000064091842244467-nfe,31231225031668000127550010000571041942592245,31231202334933000140550010000064091842244467,IBERTIOGA,SAMEH ESTADO,555.60
31231202334933000140550010000064101172680123-nfe,31231212047164000153550010001916211446610610,31231202334933000140550010000064101172680123,IBERTIOGA,GLOBAL ESTADO,204.00
31231202334933000140550010000064111102418869-nfe,31231221681325000157550010002353821351120909,31231202334933000140550010000064111102418869,IBERTIOGA,MULTIFARMA ESTADO,2045.17
31231202334933000140550010000064121886785027-nfe,31231225031668000127550010000571281274782170,31231202334933000140550010000064121886785027,IBERTIOGA,SAMEH ESTADO,945.40
31231202334933000140550010000064131638282529-nfe,31231260665981000975550010008076121579683899,31231202334933000140550010000064131638282529,SANTA BARBARA DO TUGURIO,UNIAO ESTADO,402.45
31231202334933000140550010000064211804691057-nfe,32231144152616000153550010000041891870270822,31231202334933000140550010000064211804691057,PAIVA,UP DISTRIBUIDORA,219.09
31231202334933000140550010000064221456310178-nfe,41231226419311000183550010000109771221366064,31231202334933000140550010000064221456310178,PAIVA,LUMANN,6651.37
31231202334933000140550010000064231923410919-nfe,31231267729178000220550010007629751958998497,31231202334933000140550010000064231923410919,PAIVA,RIOCLARENSE ESTADO,855.52
31231202334933000140550010000064241710051064-nfe,43231132364822000148550010000071851000198321,31231202334933000140550010000064241710051064,PAIVA,TERRASUL,2797.80
31231202334933000140550010000064251878610300-nfe,31231200874929000140550010005166361583165862,31231202334933000140550010000064251878610300,PAIVA,MEDCENTER ESTADO,541.46
31231202334933000140550010000064261245710051-nfe,31231260665981000975550010008076111795464850,31231202334933000140550010000064261245710051,PAIVA,UNIAO ESTADO,1073.20
31231202334933000140550010000064271310047100-nfe,31231202814497000700550200012222371190505293,31231202334933000140550010000064271310047100,PAIVA,CIMED ESTADO,800.00
31231202334933000140550010000064281910109103-nfe,31231202814497000700550200012222171245178172,31231202334933000140550010000064281910109103,PAIVA,CIMED ESTADO,325.00
31231202334933000140550010000064291678101029-nfe,31231231495759000116550010000074071356548320,31231202334933000140550010000064291678101029,PAIVA,SIRIO ESTADO,88.91
31231202334933000140550010000064301451513412-nfe,31231225031668000127550010000572751679198410,31231202334933000140550010000064301451513412,SANTA BARBARA DO TUGURIO,SAMEH ESTADO,182.40
31231202334933000140550010000064311203010914-nfe,31231225031668000127550010000570921929644960,31231202334933000140550010000064311203010914,SANTA BARBARA DO TUGURIO,SAMEH ESTADO,281.61
31231202334933000140550010000064321065618316-nfe,31231225031668000127550010000571181190099953,31231202334933000140550010000064321065618316,SANTA BARBARA DO TUGURIO,SAMEH ESTADO,1029.66
31231202334933000140550010000064331917115818-nfe,31231225031668000127550010000572761044709881,31231202334933000140550010000064331917115818,SANTA BARBARA DO TUGURIO,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 31231225031668000127550010000572761044709881 SAMEH ESTADO,388.92
31231202334933000140550010000064341779712210-nfe,31231203945035000191550010002734491009404680,31231202334933000140550010000064341779712210,SANTA BARBARA DO TUGURIO,ACACIA ESTADO,487.92
31231202334933000140550010000064351161010511-nfe,31231221681325000157550010002353771434360761,31231202334933000140550010000064351161010511,SANTA BARBARA DO TUGURIO,MULTIFARMA ESTADO,1573.60
31231202334933000140550010000064361382817113-nfe,31231267729178000220550010007643281596172125,31231202334933000140550010000064361382817113,PAIVA,RIOCLARENSE ESTADO,2076.00
31231202334933000140550010000064371134314615-nfe,31231223615514000157550010000126991248831846,31231202334933000140550010000064371134314615,PAIVA,HEALTH CLEAN,133.00
31231202334933000140550010000064381468642030-nfe,31231205194502000114550010003443881121731164,31231202334933000140550010000064381468642030,RESSAQUINHA,ALFALAGOS ESTADO,143.19
31231202334933000140550010000064391848419519-nfe,31231202814497000700550200012198401466124457,31231202334933000140550010000064391848419519,RESSAQUINHA,CIMED ESTADO,1101.00
31231202334933000140550010000064401071291007-nfe,41231226419311000183550010000110011554699847,31231202334933000140550010000064401071291007,RESSAQUINHA,LUMANN,0.12
31231202334933000140550010000064411101085377-nfe,31231221681325000157550010002353901203057585,31231202334933000140550010000064411101085377,RESSAQUINHA,MULTIFARMA ESTADO,2270.20
31231202334933000140550010000064421537500107-nfe,31231160665981000975550010008054221755492712,31231202334933000140550010000064421537500107,RESSAQUINHA,UNIAO QUIMICA ESTADO,212.16
31231202334933000140550010000064431501631462-nfe,31231225031668000127550010000571311544659878,31231202334933000140550010000064431501631462,RESSAQUINHA,SAMEH ESTADO,294.14
31231202334933000140550010000064441291004561-nfe,31231225031668000127550010000572921822683454,31231202334933000140550010000064441291004561,RESSAQUINHA,SAMEH ESTADO,97.74
31231202334933000140550010000064451115736366-nfe,31231225031668000127550010000572881191008072,31231202334933000140550010000064451115736366,RESSAQUINHA,SAMEH ESTADO,555.60
31231202334933000140550010000064461107723380-nfe,31231225031668000127550010000570951016118003,31231202334933000140550010000064461107723380,RESSAQUINHA,SAMEH ESTADO,120.69
31231202334933000140550010000064471829830260-nfe,31231267729178000220550010007643181810533603,31231202334933000140550010000064471829830260,SENHORA DOS REMEDIOS,RIOCLARENSE ESTADO,1490.81
31231202334933000140550010000064481680338761-nfe,31231231495759000116550010000074361350054000,31231202334933000140550010000064481680338761,SENHORA DOS REMEDIOS,SIRIO ESTADO,241.63
31231202334933000140550010000064491432935163-nfe,41231281706251000198550020000052521121061409,31231202334933000140550010000064491432935163,SENHORA DOS REMEDIOS,PROMEFARMA ESTADO,3390.00
31231202334933000140550010000064501501548110-nfe,31231205194502000114550010003442331121721890,31231202334933000140550010000064501501548110,SENHORA DOS REMEDIOS,ALFALAGOS ESTADO,261.72
31231202334933000140550010000064511481010532-nfe,41231273856593000166550030011852481408494248,31231202334933000140550010000064511481010532,SENHORA DOS REMEDIOS,PRATI ESTADO,214.50
31231202334933000140550010000064521344550605-nfe,41231273856593000166550030011858731272483199,31231202334933000140550010000064521344550605,SENHORA DOS REMEDIOS,PRATI ESTADO,90.00
31231202334933000140550010000064531510605807-nfe,41231037882886000154550010000013611000014495,31231202334933000140550010000064531510605807,ALFREDO VASCONCELOS,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 41231037882886000154550010000013611000014495 VERDE DISTRIBUIDORA MMH,69.00
31231202334933000140550010000064541105865553-nfe,31231227417234000195550010000039321786765407,31231202334933000140550010000064541105865553,SAO BRAS DO SUACUI,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 31231227417234000195550010000039321786765407 DOMINUS MMH,350.00
31231202334933000140550010000064551631946103-nfe,31231267729178000220550010007629661046362872,31231202334933000140550010000064551631946103,CARANAIBA,RIOCLARENSE ESTADO,454.53
31231202334933000140550010000064561291052109-nfe,31231200874929000140550010005182161353435412,31231202334933000140550010000064561291052109,SENHORA DOS REMEDIOS,MEDCENTER ESTADO,680.00
31231202334933000140550010000064571413257904-nfe,31231223615514000157550010000127001636478330,31231202334933000140550010000064571413257904,ANTONIO CARLOS,HEALTH CLEAN,266.00
31231202334933000140550010000064581275854306-nfe,31231223615514000157550010000127011251363548,31231202334933000140550010000064581275854306,SANTANA DO GARAMBEU,HEALTH CLEAN,1070.40
31231202334933000140550010000064591027351808-nfe,31231218269125000187550010006328051366472127,31231202334933000140550010000064591027351808,ANTONIO CARLOS,BIOHOSP ESTADO,1717.67
31231202334933000140550010000064601325972356-nfe,31231221681325000157550010002353631507899783,31231202334933000140550010000064601325972356,ANTONIO CARLOS,MULTIFARMA ESTADO,1307.50
31231202334933000140550010000064611810886102-nfe,31231221681325000157550010002353621490975374,31231202334933000140550010000064611810886102,BARBACENA,MULTIFARMA ESTADO,4474.22
31231202334933000140550010000064621481107726-nfe,31231200874929000140550010005182141840491380,31231202334933000140550010000064621481107726,BARBACENA,MEDCENTER ESTADO,1275.00
31231202334933000140550010000064631890574751-nfe,31231218269125000187550010006328321151200090,31231202334933000140550010000064631890574751,BARBACENA,BIOHOSP ESTADO,16348.82
31231202334933000140550010000064641642071153-nfe,31231225031668000127550010000572401051480883,31231202334933000140550010000064641642071153,BARBACENA,SAMEH ESTADO,3647.18
31231202334933000140550010000064651010467961-nfe,31231225031668000127550010000572391172676796,31231202334933000140550010000064651010467961,BARBACENA,SAMEH ESTADO,11667.60
31231202334933000140550010000064661256176057-nfe,31231225031668000127550010000573261407455015,31231202334933000140550010000064661256176057,ALFREDO VASCONCELOS,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 31231225031668000127550010000573261407455015 SAMEH ESTADO,1944.60
31231202334933000140550010000064671877104070-nfe,31231203945035000191550010002734151009404313,31231202334933000140550010000064671877104070,ALFREDO VASCONCELOS,ACACIA ESTADO,165.00
31231202334933000140550010000064681736281100-nfe,31231267729178000220550010007643101322132571,31231202334933000140550010000064681736281100,BARBACENA,RIOCLARENSE ESTADO,3021.70
31231202334933000140550010000064691711878452-nfe,31231225031668000127550010000571021916396871,31231202334933000140550010000064691711878452,BARBACENA,SAMEH ESTADO,7828.80
31231202334933000140550010000064701270480518-nfe,31231225031668000127550010000570981360434710,31231202334933000140550010000064701270480518,BARBACENA,SAMEH ESTADO,6758.64
31231202334933000140550010000064771141082827-nfe,31231218269125000187550010006333291928206083,31231202334933000140550010000064771141082827,SAO BRAS DO SUACUI,BIOHOSP ESTADO,645.00
31231202334933000140550010000064781692796017-nfe,31231260665981000975550010008097521803120309,31231202334933000140550010000064781692796017,SAO BRAS DO SUACUI,UNIAO ESTADO,1768.00
31231202334933000140550010000064791115654910-nfe,31231160665981000975550010008054251415113636,31231202334933000140550010000064791115654910,SAO BRAS DO SUACUI,UNIAO ESTADO,274.39
31231202334933000140550010000064801604805645-nfe,31231225031668000127550010000571011466240666,31231202334933000140550010000064801604805645,SAO BRAS DO SUACUI,SAMEH ESTADO,680.10
31231202334933000140550010000064811466302047-nfe,31231221681325000157550010002353941832304900,31231202334933000140550010000064811466302047,CARANAIBA,MULTIFARMA ESTADO,722.95
31231202334933000140550010000064821724331050-nfe,31231200874929000140550010005182151856617157,31231202334933000140550010000064821724331050,CARANAIBA,MEDCENTER ESTADO,170.00
31231202334933000140550010000064831629105215-nfe,31231202814497000700550200012226681818528526,31231202334933000140550010000064831629105215,CARANAIBA,CIMED ESTADO,1500.00
31231202334933000140550010000064841785100443-nfe,31231221681325000157550010002356141307547419,31231202334933000140550010000064841785100443,CARANAIBA,MULTIFARMA ESTADO,1275.48
31231202334933000140550010000064851783501944-nfe,31231273856593001057550010007901261771180206,31231202334933000140550010000064851783501944,CARANAIBA,PRATI ESTADO,1740.50
31231202334933000140550010000064861535009346-nfe,31231225031668000127550010000572901529587108,31231202334933000140550010000064861535009346,CRISTIANO OTONI,SAMEH ESTADO,666.72
31231202334933000140550010000064871397606848-nfe,31231225031668000127550010000573881472970339,31231202334933000140550010000064871397606848,CRISTIANO OTONI,SAMEH ESTADO,138.46
31231202334933000140550010000064881149103240-nfe,31231225031668000127550010000571341860702488,31231202334933000140550010000064881149103240,CRISTIANO OTONI,SAMEH ESTADO,866.89
31231202334933000140550010000064891110070070-nfe,31231218269125000187550010006333831974951580,31231202334933000140550010000064891110070070,CRISTIANO OTONI,BIOHOSP ESTADO,710.40
31231202334933000140550010000064901710922125-nfe,31231260665981000975550010008097481748143460,31231202334933000140550010000064901710922125,CRISTIANO OTONI,UNIAO QUIMICA ESTADO,530.40
31231202334933000140550010000064911050829791-nfe,31231221681325000157550010002353791494514042,31231202334933000140550010000064911050829791,CRISTIANO OTONI,MULTIFARMA ESTADO,747.50
31231202334933000140550010000064921902326193-nfe,31231203945035000191550010002743031009430886,31231202334933000140550010000064921902326193,CARANDAI,ACACIA ESTADO,2439.60
31231202334933000140550010000064931764923695-nfe,31231273856593001057550010007901231371093754,31231202334933000140550010000064931764923695,CARANDAI,PRATI ESTADO,3171.20
31231202334933000140550010000064941516420097-nfe,41231273856593000166550030011858451704951233,31231202334933000140550010000064941516420097,CARANDAI,PRATI ESTADO,270.00
31231202334933000140550010000064951387102857-nfe,31231203945035000191550010002734531009404730,31231202334933000140550010000064951387102857,CARANDAI,Simples Remessa sem retorno. Compras compartilhadas do CISALV. 31231203945035000191550010002734531009404730 ACACIA ESTADO,2667.84
31231202334933000140550010000064961410934938-nfe,31231221681325000157550010002350531389913215,31231202334933000140550010000064961410934938,CARANDAI,MULTIFARMA ESTADO,1218.50
31231202334933000140550010000064971108102248-nfe,35231208231734000193550000001541341001758193,31231202334933000140550010000064971108102248,CARANDAI,FUTURA ESTADO,522.00
31231202334933000140550010000064981692671098-nfe,31231203945035000191550010002734311009404481,31231202334933000140550010000064981692671098,CAPELA NOVA,ACACIA ESTADO,72.60
31231202334933000140550010000064991695127396-nfe,31231203945035000191550010002742131009429218,31231202334933000140550010000064991695127396,CAPELA NOVA,ACACIA ESTADO,445.26
31231202334933000140550010000065001353989370-nfe,31231221681325000157550010002353811623108159,31231202334933000140550010000065001353989370,CAPELA NOVA,MULTIFARMA ESTADO,1689.79
31231202334933000140550010000065011105486872-nfe,31231225031668000127550010000571301971405598,31231202334933000140550010000065011105486872,CAPELA NOVA,SAMEH ESTADO,85.56
31231202334933000140550010000065021597108840-nfe,31231218269125000187550010006333821546416035,31231202334933000140550010000065021597108840,CAPELA NOVA,BIOHOSP ESTADO,1605.27
31231202334933000140550010000065031819580776-nfe,35231208231734000193550000001544381001761254,31231202334933000140550010000065031819580776,CAPELA NOVA,FUTURA ESTADO,62.64
31231202334933000140550010000065041670088178-nfe,31231260665981000975550010008097431798977260,31231202334933000140550010000065041670088178,CARANAIBA,UNIAO QUIMICA ESTADO,353.60
31231202334933000140550010000065051422685670-nfe,31231267729178000220550010007645451708214063,31231202334933000140550010000065051422685670,CARANDAI,RIOCLARENSE ESTADO,2246.00
31231202334933000140550010000065061284182071-nfe,31231203945035000191550010002734471009404660,31231202334933000140550010000065061284182071,SANTA RITA DO IBITIPOCA,ACACIA ESTADO,365.94
31231202334933000140550010000065071941071057-nfe,31231242799163000126550010001411661717429539,31231202334933000140550010000065071941071057,SANTA RITA DO IBITIPOCA,BH FARMA ESTADO,627.35
31231202334933000140550010000065081103937100-nfe,31231242799163000126550010001411651525778970,31231202334933000140550010000065081103937100,SANTA RITA DO IBITIPOCA,BH FARMA ESTADO,147.70
31231202334933000140550010000065091441088443-nfe,31231260665981000975550010008097531003610953,31231202334933000140550010000065091441088443,SANTA RITA DO IBITIPOCA,UNIAO ESTADO,353.60
31231202334933000140550010000065101811175109-nfe,31231202814497000700550200012222181736146995,31231202334933000140550010000065101811175109,SANTA RITA DO IBITIPOCA,CIMED ESTADO,127.50
31231202334933000140550010000065111648810243-nfe,31231273856593001057550010007901221383090456,31231202334933000140550010000065111648810243,SANTA RITA DO IBITIPOCA,PRATI ESTADO,872.62
31231202334933000140550010000065121102103011-nfe,31231267729178000220550010007645481921295913,31231202334933000140550010000065121102103011,SANTANA DO GARAMBEU,RIOCLARENSE ESTADO,1123.00
31231202334933000140550010000065131106101010-nfe,31231260665981000975550010008097491968591752,31231202334933000140550010000065131106101010,SANTANA DO GARAMBEU,UNIAO ESTADO,353.60
31231202334933000140550010000065141831001040-nfe,31231218269125000187550010006333371775993663,31231202334933000140550010000065141831001040,SANTANA DO GARAMBEU,BIOHOSP ESTADO,1831.46
31231202334933000140550010000065151437110127-nfe,31231242799163000126550010001411701574243200,31231202334933000140550010000065151437110127,IBERTIOGA,BH FARMA ESTADO,1451.00
31231202334933000140550010000065161904210978-nfe,31231242799163000126550010001411641359267764,31231202334933000140550010000065161904210978,IBERTIOGA,BH FARMA ESTADO,70.45
31231202334933000140550010000065171381310619-nfe,31231260665981000975550010008095691718738880,31231202334933000140550010000065171381310619,IBERTIOGA,UNIAO ESTADO,707.20
31231202334933000140550010000065181859410360-nfe,31231200874929000140550010005182131516978140,31231202334933000140550010000065181859410360,SANTANA DO GARAMBEU,MEDCENTER ESTADO,425.00
31231202334933000140550010000065191117510212-nfe,31231200874929000140550010005182171933930661,31231202334933000140550010000065191117510212,SANTA RITA DO IBITIPOCA,MEDCENTER ESTADO,42.50
31231202334933000140550010000065201632811660-nfe,31231200874929000140550010005182201690866632,31231202334933000140550010000065201632811660,SANTANA DO GARAMBEU,MEDCENTER ESTADO,42.50
31231202334933000140550010000065211494319061-nfe,31231225031668000127550010000573901696124693,31231202334933000140550010000065211494319061,IBERTIOGA,SAMEH ESTADO,396.90
31231202334933000140550010000065221246916563-nfe,31231203945035000191550010002745071009437864,31231202334933000140550010000065221246916563,IBERTIOGA,ACACIA ESTADO,2613.68
31231202334933000140550010000065231916500105-nfe,31231203945035000191550010002748891009459460,31231202334933000140550010000065231916500105,IBERTIOGA,ACACIA ESTADO,733.66
31231202334933000140550010000065241401101046-nfe,41231242587791000148550010000016021000081137,31231202334933000140550010000065241401101046,BARBACENA,CSMED MMH,177.60
31231202334933000140550010000065251474983526-nfe,33231216686340000158550010000010861565710141,31231202334933000140550010000065251474983526,BARBACENA,CRIS BELLA MMH,248.60
31231202334933000140550010000065261563015360-nfe,31231200874929000140550010005182181457274703,31231202334933000140550010000065261563015360,PAIVA,MEDCENTER ESTADO,1702.50
31231202334933000140550010000065271315612862-nfe,31231203945035000191550010002734091009404243,31231202334933000140550010000065271315612862,PAIVA,ACACIA ESTADO,444.64
31231202334933000140550010000065281778641023-nfe,31231273856593001057550010007901211913840557,31231202334933000140550010000065281778641023,PAIVA,PRATI ESTADO,6044.84
31231202334933000140550010000065291102971770-nfe,35231208231734000193550000001544451001761321,31231202334933000140550010000065291102971770,SANTA BARBARA DO TUGURIO,FUTURA ESTADO,130.50
31231202334933000140550010000065301227238204-nfe,31231203945035000191550010002738341009418400,31231202334933000140550010000065301227238204,SANTA BARBARA DO TUGURIO,ACACIA ESTADO,245.10
